,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1213,FDX48,17.75,1,0.037856363999999997,Baking Goods,154.3656,OUT013,1987,High,2,Supermarket Type1,2824.0492056084113
1214,FDS58,9.285,1,0.021092185,Snack Foods,160.8578,OUT018,2009,Medium,2,Supermarket Type2,2767.4241931614997
1215,FDC32,18.35,0,0.099109001,Fruits and Vegetables,92.9462,OUT046,1997,Small,0,Supermarket Type1,1074.880806530433
1216,NCQ29,12.0,0,0.104441517,Health and Hygiene,261.7278,OUT045,2002,,1,Supermarket Type1,3802.2529579661787
1217,DRK39,7.02,0,0.05006853,Dairy,84.025,OUT018,2009,Medium,2,Supermarket Type2,1373.6812505789858
1218,NCS38,8.6,0,0.090701591,Household,114.2176,OUT017,2007,,1,Supermarket Type1,1517.532351597074
1219,DRO47,10.195,0,0.112131275,Hard Drinks,112.086,OUT013,1987,High,2,Supermarket Type1,1781.254831938284
1220,DRG27,12.860394607036962,0,0.104601689,Dairy,42.3138,OUT027,1985,Medium,2,Supermarket Type3,746.0834843185257
1221,FDC57,12.39452824519226,1,0.054330154000000005,Fruits and Vegetables,191.482,OUT027,1985,Medium,2,Supermarket Type3,3361.948339949271
1222,FDS55,7.02,0,0.081164178,Fruits and Vegetables,146.7734,OUT046,1997,Small,0,Supermarket Type1,2009.9229253245576
1223,NCJ06,20.1,0,0.034793779,Household,119.8782,OUT018,2009,Medium,2,Supermarket Type2,1974.1604481370487
1224,FDO01,12.39452824519226,1,0.036275691,Breakfast,129.5994,OUT019,1985,Small,0,Grocery Store,2138.445224945088
1225,NCM55,15.6,0,0.066861456,Others,185.7924,OUT045,2002,,1,Supermarket Type1,2777.2392820852765
1226,FDC52,11.15,1,0.008292773,Dairy,152.2708,OUT049,1999,Medium,0,Supermarket Type1,2458.315886945471
1227,FDQ15,20.35,1,0.151379828,Meat,80.1276,OUT045,2002,,1,Supermarket Type1,836.9699238424619
1228,NCT30,12.860394607036962,0,0.079904068,Household,47.5718,OUT027,1985,Medium,2,Supermarket Type3,934.6940761309088
1229,NCR42,12.860394607036962,0,0.038295533,Household,32.39,OUT027,1985,Medium,2,Supermarket Type3,878.5141341486487
1230,FDD28,10.695,0,0.0,Frozen Foods,57.8904,OUT035,2004,Small,1,Supermarket Type1,1063.39520541186
1231,FDQ34,10.85,0,0.162494861,Snack Foods,104.5622,OUT049,1999,Medium,0,Supermarket Type1,972.458853347809
1232,FDZ12,12.860394607036962,0,0.10248013800000001,Baking Goods,142.747,OUT027,1985,Medium,2,Supermarket Type3,2317.467713104572
1233,DRE13,12.860394607036962,0,0.048508058,Soft Drinks,86.1198,OUT019,1985,Small,0,Grocery Store,1331.0643137668885
1234,NCN07,12.860394607036962,0,0.059432784,Others,133.0284,OUT019,1985,Small,0,Grocery Store,2013.4609046423066
1235,FDM28,15.7,0,0.045195307000000004,Frozen Foods,180.766,OUT035,2004,Small,1,Supermarket Type1,2770.300076486892
1236,FDI10,8.51,1,0.078847814,Snack Foods,171.5422,OUT017,2007,,1,Supermarket Type1,2537.961730059251
1237,FDQ25,8.63,1,0.028253161000000002,Canned,170.4422,OUT013,1987,High,2,Supermarket Type1,3131.880031776207
1238,FDA38,5.44,0,0.042648161,Dairy,241.5538,OUT010,1998,,2,Grocery Store,3981.4909865246336
1239,DRI13,15.35,0,0.020358565,Soft Drinks,216.5508,OUT049,1999,Medium,0,Supermarket Type1,3321.178981285884
1240,FDY20,12.39452824519226,1,0.081356869,Fruits and Vegetables,90.2488,OUT027,1985,Medium,2,Supermarket Type3,1670.3986755345722
1241,NCZ53,9.6,0,0.024472537000000003,Health and Hygiene,187.2214,OUT035,2004,Small,1,Supermarket Type1,2971.1975936224117
1242,NCM31,6.095,0,0.08112904900000001,Others,143.8154,OUT013,1987,High,2,Supermarket Type1,2416.184512324726
1243,DRB01,7.39,0,0.08270456400000001,Soft Drinks,189.053,OUT017,2007,,1,Supermarket Type1,2718.3166378074347
1244,DRF37,17.25,0,0.084332638,Soft Drinks,262.091,OUT046,1997,Small,0,Supermarket Type1,3771.74594279132
1245,NCF42,17.35,0,0.167643297,Household,177.1712,OUT049,1999,Medium,0,Supermarket Type1,2068.035610022129
1246,FDF16,7.3,0,0.08648324,Frozen Foods,148.9076,OUT018,2009,Medium,2,Supermarket Type2,2224.9085505195653
1247,FDB41,19.0,1,0.09723214699999999,Frozen Foods,47.8718,OUT013,1987,High,2,Supermarket Type1,908.5297046623127
1248,FDR34,17.0,1,0.015952023,Snack Foods,227.3352,OUT013,1987,High,2,Supermarket Type1,4055.1459916452513
1249,FDR15,9.3,1,0.033574203999999996,Meat,155.7314,OUT018,2009,Medium,2,Supermarket Type2,2633.6697447181978
1250,NCV42,12.860394607036962,0,0.05501583,Household,111.8228,OUT019,1985,Small,0,Grocery Store,1702.7187738574576
1251,FDW51,6.155,1,0.09464197199999999,Meat,212.05599999999998,OUT035,2004,Small,1,Supermarket Type1,3137.4516824237653
1252,FDU36,6.15,0,0.046532678,Baking Goods,97.2384,OUT017,2007,,1,Supermarket Type1,1448.8281521347562
1253,FDX60,14.35,0,0.080719435,Baking Goods,80.99600000000001,OUT049,1999,Medium,0,Supermarket Type1,953.3672201179324
1254,FDY03,17.6,1,0.076107437,Meat,113.0202,OUT035,2004,Small,1,Supermarket Type1,1656.7821371300415
1255,FDW55,12.6,1,0.022014451,Fruits and Vegetables,248.2092,OUT045,2002,,1,Supermarket Type1,4024.7589815872198
1256,FDT01,13.65,1,0.308258994,Canned,213.0902,OUT010,1998,,2,Grocery Store,2452.631636470738
1257,FDG58,10.695,1,0.08670898699999999,Snack Foods,154.6972,OUT013,1987,High,2,Supermarket Type1,2630.45946034637
1258,FDK21,7.905,0,0.010068951999999999,Snack Foods,249.4408,OUT017,2007,,1,Supermarket Type1,3970.8831509631236
1259,NCS41,12.860394607036962,0,0.09357356900000001,Health and Hygiene,182.4608,OUT019,1985,Small,0,Grocery Store,2634.69860319715
1260,FDS10,19.2,0,0.035256945,Snack Foods,181.7318,OUT045,2002,,1,Supermarket Type1,2844.370405420883
1261,NCT53,5.4,0,0.048116257999999995,Health and Hygiene,164.9526,OUT046,1997,Small,0,Supermarket Type1,2438.5187508290037
1262,FDJ28,12.3,0,0.021950037000000002,Frozen Foods,190.7162,OUT018,2009,Medium,2,Supermarket Type2,3145.4557029326425
1263,FDX44,9.3,0,0.043053682,Fruits and Vegetables,87.6172,OUT045,2002,,1,Supermarket Type1,1364.338939465175
1264,FDT20,10.5,0,0.041564073,Fruits and Vegetables,38.4164,OUT018,2009,Medium,2,Supermarket Type2,694.845287277185
1265,FDO44,12.6,0,0.087947879,Fruits and Vegetables,109.9228,OUT017,2007,,1,Supermarket Type1,1455.5211895780412
1266,NCX17,21.25,0,0.113780055,Health and Hygiene,234.93,OUT049,1999,Medium,0,Supermarket Type1,3192.4900564848576
1267,FDY01,11.8,1,0.171246685,Canned,116.5834,OUT017,2007,,1,Supermarket Type1,1277.5896984704777
1268,FDJ12,12.39452824519226,1,0.038852056,Baking Goods,209.5296,OUT027,1985,Medium,2,Supermarket Type3,3709.620306657296
1269,DRK35,8.365,0,0.072139167,Hard Drinks,36.7506,OUT018,2009,Medium,2,Supermarket Type2,540.4875092269212
1270,FDD47,12.39452824519226,1,0.249342884,Starchy Foods,168.5448,OUT019,1985,Small,0,Grocery Store,1822.6549366880463
1271,NCM53,18.75,0,0.052031075,Health and Hygiene,106.228,OUT035,2004,Small,1,Supermarket Type1,1575.8905113478577
1272,FDO45,13.15,1,0.037921193,Snack Foods,87.3856,OUT013,1987,High,2,Supermarket Type1,1790.1002602263252
1273,NCM42,6.13,0,0.047404370999999994,Household,109.3912,OUT010,1998,,2,Grocery Store,1903.942194835512
1274,FDE04,19.75,1,0.0,Frozen Foods,179.666,OUT046,1997,Small,0,Supermarket Type1,2927.2951836227367
1275,NCI30,12.860394607036962,0,0.058650124000000005,Household,247.84599999999998,OUT027,1985,Medium,2,Supermarket Type3,4141.82760887207
1276,FDZ19,6.425,0,0.093377128,Fruits and Vegetables,174.6712,OUT013,1987,High,2,Supermarket Type1,2842.5736203554297
1277,FDW57,8.31,1,0.11558111199999999,Snack Foods,177.5028,OUT013,1987,High,2,Supermarket Type1,2864.5575277863245
1278,FDA25,16.5,1,0.0,Canned,102.29899999999999,OUT013,1987,High,2,Supermarket Type1,2180.132417505756
1279,FDT22,10.395,0,0.112097216,Snack Foods,59.022,OUT046,1997,Small,0,Supermarket Type1,505.1773296352694
1280,FDP51,13.85,1,0.085204025,Meat,118.9124,OUT013,1987,High,2,Supermarket Type1,2074.7332742483995
1281,FDD48,12.860394607036962,0,0.030012643999999998,Baking Goods,116.1176,OUT027,1985,Medium,2,Supermarket Type3,2216.6973062673787
1282,FDY39,5.305,1,0.0470198,Meat,182.7608,OUT035,2004,Small,1,Supermarket Type1,2889.265170698043
1283,FDO48,15.0,1,0.04492594,Baking Goods,221.9456,OUT010,1998,,2,Grocery Store,3726.960393443729
1284,FDD23,12.39452824519226,1,0.048449768,Starchy Foods,185.5898,OUT027,1985,Medium,2,Supermarket Type3,3295.7312430707025
1285,DRN35,12.860394607036962,0,0.069907412,Hard Drinks,36.9532,OUT027,1985,Medium,2,Supermarket Type3,812.7632609777611
1286,FDT01,13.65,1,0.184132888,Canned,214.0902,OUT035,2004,Small,1,Supermarket Type1,2768.6839887470633
1287,FDC20,10.65,0,0.040123315,Fruits and Vegetables,54.6272,OUT010,1998,,2,Grocery Store,1075.5546909313198
1288,DRJ35,10.1,0,0.046575742999999996,Hard Drinks,62.1878,OUT035,2004,Small,1,Supermarket Type1,929.8457850862724
1289,FDB32,20.6,0,0.023452939,Fruits and Vegetables,93.6778,OUT046,1997,Small,0,Supermarket Type1,1409.49033684397
1290,FDL24,10.3,1,0.024896589,Baking Goods,173.2422,OUT046,1997,Small,0,Supermarket Type1,2736.50522347922
1291,NCV42,6.26,0,0.031416038,Household,112.5228,OUT035,2004,Small,1,Supermarket Type1,1785.1940365612973
1292,FDZ46,7.485,0,0.06912372,Snack Foods,109.2228,OUT046,1997,Small,0,Supermarket Type1,1477.085631920163
1293,FDC15,18.1,0,0.17782095399999998,Dairy,155.7288,OUT013,1987,High,2,Supermarket Type1,2161.9136362322934
1294,FDD08,12.860394607036962,0,0.061900923,Fruits and Vegetables,37.8506,OUT019,1985,Small,0,Grocery Store,522.323739138883
1295,FDY50,5.8,0,0.0,Dairy,88.8172,OUT049,1999,Medium,0,Supermarket Type1,1439.3708208563585
1296,FDD36,13.3,0,0.021255857000000003,Baking Goods,119.1124,OUT013,1987,High,2,Supermarket Type1,2278.084615465912
1297,FDG57,12.860394607036962,0,0.071948252,Fruits and Vegetables,48.8034,OUT027,1985,Medium,2,Supermarket Type3,988.2623307926733
1298,FDL21,15.85,1,0.007175526,Snack Foods,40.848,OUT018,2009,Medium,2,Supermarket Type2,949.2201059415747
1299,FDN16,12.39452824519226,1,0.06239666,Frozen Foods,101.999,OUT027,1985,Medium,2,Supermarket Type3,1935.177583925335
1300,FDJ09,12.860394607036962,0,0.058112049000000006,Snack Foods,45.5744,OUT027,1985,Medium,2,Supermarket Type3,997.8815963131092
1301,FDS01,11.6,0,0.02970149,Canned,179.3686,OUT010,1998,,2,Grocery Store,3059.2561719998885
1302,FDV33,9.6,1,0.027498277,Snack Foods,260.2304,OUT017,2007,,1,Supermarket Type1,4137.641122011639
1303,DRE12,4.59,0,0.071180921,Soft Drinks,114.186,OUT017,2007,,1,Supermarket Type1,1608.6082918737338
1304,FDR07,21.35,0,0.077679213,Fruits and Vegetables,97.2094,OUT013,1987,High,2,Supermarket Type1,1679.0197856040832
1305,FDP48,7.52,1,0.07368583299999999,Baking Goods,183.895,OUT010,1998,,2,Grocery Store,3024.009982844702
1306,NCB55,15.7,0,0.160632642,Household,57.8562,OUT035,2004,Small,1,Supermarket Type1,359.17725179098124
1307,FDQ08,15.7,1,0.018914599,Fruits and Vegetables,59.6536,OUT013,1987,High,2,Supermarket Type1,1436.408810281111
1308,FDR34,17.0,1,0.01596229,Snack Foods,230.8352,OUT035,2004,Small,1,Supermarket Type1,3750.5705984489978
1309,FDO33,14.75,0,0.08932246099999999,Snack Foods,112.2518,OUT046,1997,Small,0,Supermarket Type1,1423.9087005410984
1310,FDP13,8.1,1,0.13459596699999998,Canned,38.448,OUT045,2002,,1,Supermarket Type1,283.04828673105294
1311,FDX12,18.2,1,0.0,Baking Goods,243.0196,OUT049,1999,Medium,0,Supermarket Type1,3893.2100043788814
1312,NCT06,17.1,0,0.03879778,Household,166.3842,OUT049,1999,Medium,0,Supermarket Type1,2457.984206954541
1313,FDR16,12.39452824519226,1,0.0,Frozen Foods,213.7218,OUT019,1985,Small,0,Grocery Store,3603.845952561427
1314,FDE36,5.26,1,0.041772386,Baking Goods,165.0868,OUT046,1997,Small,0,Supermarket Type1,2545.625932830859
1315,FDZ36,6.035,1,0.065886059,Baking Goods,184.924,OUT049,1999,Medium,0,Supermarket Type1,2726.221103111955
1316,FDV13,17.35,1,0.027666862999999996,Canned,87.9856,OUT045,2002,,1,Supermarket Type1,1499.6293592622715
1317,NCZ17,12.15,0,0.079416624,Health and Hygiene,36.2506,OUT035,2004,Small,1,Supermarket Type1,380.70700334421053
1318,FDU56,16.85,0,0.044504129,Fruits and Vegetables,183.5266,OUT045,2002,,1,Supermarket Type1,2836.472842656636
1319,FDM09,11.15,1,0.085915295,Snack Foods,170.77900000000002,OUT035,2004,Small,1,Supermarket Type1,2524.2578846074684
1320,FDV02,16.75,0,0.060888099,Dairy,171.9106,OUT017,2007,,1,Supermarket Type1,2529.3792699393052
1321,FDS34,19.35,1,0.07707176,Snack Foods,112.8518,OUT018,2009,Medium,2,Supermarket Type2,1760.6692003535936
1322,FDA11,7.75,0,0.043306047,Baking Goods,95.3436,OUT049,1999,Medium,0,Supermarket Type1,1350.1066986452279
1323,FDP09,19.75,0,0.034081551,Snack Foods,211.7902,OUT017,2007,,1,Supermarket Type1,3260.301968870808
1324,FDB29,12.39452824519226,1,0.05215787,Frozen Foods,114.4176,OUT027,1985,Medium,2,Supermarket Type3,2172.630717504813
1325,FDT19,7.59,1,0.0,Fruits and Vegetables,172.808,OUT017,2007,,1,Supermarket Type1,2900.3263334786316
1326,DRH15,8.775,0,0.110532975,Dairy,44.2428,OUT017,2007,,1,Supermarket Type1,343.00800723721113
1327,FDY38,13.6,1,0.119176431,Dairy,233.93,OUT046,1997,Small,0,Supermarket Type1,3266.8274382595373
1328,FDF14,12.860394607036962,0,0.027038245,Canned,151.834,OUT027,1985,Medium,2,Supermarket Type3,2785.1201589780103
1329,FDN48,13.35,0,0.108714206,Baking Goods,93.2804,OUT010,1998,,2,Grocery Store,1375.3147763024535
1330,FDQ12,12.65,0,0.03538128,Baking Goods,230.701,OUT013,1987,High,2,Supermarket Type1,3953.8716570522956
1331,NCJ43,6.635,0,0.027124298999999998,Household,172.9396,OUT045,2002,,1,Supermarket Type1,2765.1439056997733
1332,FDE17,12.39452824519226,1,0.095344543,Frozen Foods,152.3366,OUT019,1985,Small,0,Grocery Store,2236.626451058004
1333,FDB05,5.155,0,0.08318261,Frozen Foods,248.8776,OUT035,2004,Small,1,Supermarket Type1,3684.213093059552
1334,FDH10,21.0,0,0.049405001,Snack Foods,192.8478,OUT045,2002,,1,Supermarket Type1,2952.8793449152945
1335,NCR06,12.5,0,0.006803416,Household,40.8112,OUT017,2007,,1,Supermarket Type1,731.6612687443594
1336,FDU32,8.785,0,0.026073405,Fruits and Vegetables,121.4414,OUT018,2009,Medium,2,Supermarket Type2,2056.326945419947
1337,FDD56,15.2,1,0.10393961800000001,Fruits and Vegetables,173.6054,OUT049,1999,Medium,0,Supermarket Type1,2369.263843535249
1338,FDO36,19.7,0,0.078231229,Baking Goods,181.46599999999998,OUT018,2009,Medium,2,Supermarket Type2,2744.9728140540465
1339,FDH16,10.5,0,0.087966875,Frozen Foods,91.583,OUT010,1998,,2,Grocery Store,1443.7212994364963
1340,FDX10,6.385,1,0.12421447099999999,Snack Foods,35.5874,OUT018,2009,Medium,2,Supermarket Type2,378.0090476638761
1341,FDZ37,8.1,1,0.019880322,Canned,88.0198,OUT017,2007,,1,Supermarket Type1,1494.5762953623598
1342,FDU31,10.5,1,0.041829904,Fruits and Vegetables,217.8508,OUT010,1998,,2,Grocery Store,3684.665318561725
1343,DRC49,8.67,0,0.065538317,Soft Drinks,141.8128,OUT049,1999,Medium,0,Supermarket Type1,1975.1233157106217
1344,FDL15,17.85,0,0.046729335999999996,Meat,152.5682,OUT045,2002,,1,Supermarket Type1,2343.5203436219163
1345,FDN32,12.860394607036962,0,0.0,Fruits and Vegetables,186.0266,OUT019,1985,Small,0,Grocery Store,3094.8949405928106
1346,DRH59,12.860394607036962,0,0.058150482999999996,Hard Drinks,74.138,OUT027,1985,Medium,2,Supermarket Type3,1442.0134857043522
1347,NCU29,7.685,0,0.025517058,Health and Hygiene,147.476,OUT049,1999,Medium,0,Supermarket Type1,2238.0682788871527
1348,FDR37,12.39452824519226,1,0.0,Breakfast,183.7292,OUT019,1985,Small,0,Grocery Store,3137.3201643569046
1349,FDS14,7.285,0,0.050167414,Dairy,156.9288,OUT018,2009,Medium,2,Supermarket Type2,2506.7784992327397
1350,FDU02,12.860394607036962,0,0.102015088,Dairy,227.2352,OUT027,1985,Medium,2,Supermarket Type3,3633.66748523567
1351,FDJ08,11.1,0,0.11065117699999999,Fruits and Vegetables,192.7846,OUT035,2004,Small,1,Supermarket Type1,2682.316150229035
1352,NCZ06,19.6,0,0.09435262400000001,Household,253.8698,OUT045,2002,,1,Supermarket Type1,3710.138303588308
1353,FDO31,6.76,1,0.029027742999999998,Fruits and Vegetables,81.396,OUT049,1999,Medium,0,Supermarket Type1,1274.006805539153
1354,FDH31,12.0,1,0.020494302,Meat,101.2042,OUT018,2009,Medium,2,Supermarket Type2,1837.2856183420263
1355,FDS58,9.285,1,0.021125435,Snack Foods,159.7578,OUT017,2007,,1,Supermarket Type1,2602.9451185218604
1356,NCA53,12.860394607036962,0,0.009830621999999999,Health and Hygiene,48.9034,OUT027,1985,Medium,2,Supermarket Type3,1258.4936207192586
1357,FDF50,4.905,0,0.0,Canned,197.7768,OUT046,1997,Small,0,Supermarket Type1,3158.0860359694816
1358,NCW42,18.2,0,0.058559885,Household,222.6456,OUT049,1999,Medium,0,Supermarket Type1,3245.6793812894393
1359,NCQ17,10.3,0,0.117169698,Health and Hygiene,156.16299999999998,OUT045,2002,,1,Supermarket Type1,2108.19655990948
1360,FDK51,19.85,0,0.005256469000000001,Dairy,264.0884,OUT018,2009,Medium,2,Supermarket Type2,4345.508152726361
1361,NCW41,18.0,0,0.025860761,Health and Hygiene,157.1604,OUT010,1998,,2,Grocery Store,2719.0387104067995
1362,NCR29,7.565,0,0.054949947,Health and Hygiene,54.993,OUT017,2007,,1,Supermarket Type1,752.7889930919373
1363,FDB08,12.860394607036962,0,0.054457963,Fruits and Vegetables,158.8578,OUT019,1985,Small,0,Grocery Store,2436.746848615945
1364,FDA40,12.39452824519226,1,0.098790484,Frozen Foods,85.8856,OUT027,1985,Medium,2,Supermarket Type3,1527.1252482595155
1365,FDL14,8.115,1,0.032289868,Canned,157.6972,OUT018,2009,Medium,2,Supermarket Type2,2671.910806692784
1366,FDB47,8.8,0,0.07142938900000001,Snack Foods,207.4612,OUT046,1997,Small,0,Supermarket Type1,2992.8416203331544
1367,FDO03,10.395,1,0.036876003,Meat,228.3352,OUT035,2004,Small,1,Supermarket Type1,3632.9789294518705
1368,DRK13,12.860394607036962,0,0.201643565,Soft Drinks,197.7084,OUT019,1985,Small,0,Grocery Store,2404.4379611189142
1369,FDX13,7.725,0,0.079978878,Canned,248.3092,OUT010,1998,,2,Grocery Store,3921.037750792748
1370,FDF52,9.3,0,0.06678329200000001,Frozen Foods,183.0292,OUT046,1997,Small,0,Supermarket Type1,2632.015246809773
1371,FDT11,5.94,1,0.029347923999999997,Breads,188.4556,OUT013,1987,High,2,Supermarket Type1,3412.1243098522173
1372,FDB08,6.055,0,0.0,Fruits and Vegetables,160.1578,OUT013,1987,High,2,Supermarket Type1,3021.3621894059397
1373,FDQ28,14.0,1,0.0,Frozen Foods,155.6656,OUT018,2009,Medium,2,Supermarket Type2,2769.5009443202434
1374,FDD29,12.15,0,0.018447852,Frozen Foods,252.6698,OUT045,2002,,1,Supermarket Type1,4033.03784772757
1375,NCQ29,12.860394607036962,0,0.103725396,Health and Hygiene,261.7278,OUT027,1985,Medium,2,Supermarket Type3,4162.791855274514
1376,NCO02,11.15,0,0.073307104,Others,65.2142,OUT013,1987,High,2,Supermarket Type1,1218.4041382203395
1377,FDR56,15.5,1,0.168661356,Fruits and Vegetables,195.8768,OUT010,1998,,2,Grocery Store,2785.3887685778136
1378,NCM54,17.7,0,0.051018257000000004,Household,125.2678,OUT049,1999,Medium,0,Supermarket Type1,1764.506553309082
1379,FDP51,13.85,1,0.085258864,Meat,116.8124,OUT035,2004,Small,1,Supermarket Type1,1682.858794884476
1380,FDT38,18.7,0,0.057489563,Dairy,84.7566,OUT013,1987,High,2,Supermarket Type1,1577.3613325063561
1381,FDZ20,16.1,0,0.034446713999999996,Fruits and Vegetables,253.3356,OUT018,2009,Medium,2,Supermarket Type2,4058.668356164726
1382,FDJ53,10.5,0,0.071198613,Frozen Foods,120.6098,OUT013,1987,High,2,Supermarket Type1,2090.342262495509
1383,FDX13,7.725,0,0.047857249000000004,Canned,249.2092,OUT049,1999,Medium,0,Supermarket Type1,3723.7986824290238
1384,FDP58,11.1,0,0.135116764,Snack Foods,220.4482,OUT035,2004,Small,1,Supermarket Type1,3006.7946632855383
1385,NCK31,12.860394607036962,0,0.047357160999999995,Others,51.9666,OUT019,1985,Small,0,Grocery Store,804.7996013904194
1386,FDA35,14.85,1,0.054056872,Baking Goods,123.2072,OUT018,2009,Medium,2,Supermarket Type2,2029.2971086480757
1387,FDV37,13.0,1,0.083854075,Canned,198.7426,OUT018,2009,Medium,2,Supermarket Type2,3078.63803745489
1388,NCO07,12.860394607036962,0,0.009728926,Others,213.65599999999998,OUT027,1985,Medium,2,Supermarket Type3,3821.610163238707
1389,FDA20,6.78,0,0.066756194,Fruits and Vegetables,187.324,OUT045,2002,,1,Supermarket Type1,2817.2120377285282
1390,FDZ59,6.63,1,0.104001913,Baking Goods,168.45,OUT035,2004,Small,1,Supermarket Type1,2417.8440799987475
1391,NCY17,18.2,0,0.164018678,Health and Hygiene,44.9086,OUT017,2007,,1,Supermarket Type1,105.2535560345641
1392,FDQ28,14.0,1,0.060415635999999995,Frozen Foods,153.1656,OUT035,2004,Small,1,Supermarket Type1,2355.5086704915775
1393,FDV35,19.5,0,0.128931187,Breads,154.6314,OUT017,2007,,1,Supermarket Type1,1961.4082834557557
1394,FDQ36,7.855,1,0.161413005,Baking Goods,35.2848,OUT013,1987,High,2,Supermarket Type1,454.97378407158976
1395,FDD34,7.945,0,0.01594096,Snack Foods,163.121,OUT018,2009,Medium,2,Supermarket Type2,2749.9607366600285
1396,FDK51,19.85,0,0.0,Dairy,265.0884,OUT045,2002,,1,Supermarket Type1,4292.296410497107
